id,sentence,subject,object,label
813,간부정당에는 원래 당원이 존재하지 않으므로 당조직 내부에서 일하는 자는 모두 여기에서 말하는 소수의 활동가이다.,"{'text': '간부정당', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'ORG'}","{'text': '소수의 활동가', 'start_idx': '52', 'end_idx': '58', 'entity_type': 'ORG'}",org:naming
403,"프란시스 후쿠야마는 ""역사의 종말과 최후의 인간""이라는 제목의 또 다른 민주화 연구 고전을 썼는데, 이 고전은 자유민주주의의 부상을 인간 정부의 최종 형태라고 말했다. 하지만 진보적 경제 개혁의 확대가 민주화에 미치는 영향은 엇갈린다는 주장이 제기돼 왔다.","{'text': '프란시스 후쿠야마', 'start_idx': '0', 'end_idx': '8', 'entity_type': 'PER'}","{'text': '역사의 종말과 최후의 인간', 'start_idx': '12', 'end_idx': '25', 'entity_type': 'THEORY'}",per:theory
642,"둘째 국회의 입법 과정에 관여할 수 있는 권한으로 헌법 개정안 제안권(헌법 128조 1항), 확정 헌법의 공포권(헌법 130조 3항), 법률안 제출권(헌법 52조), 법률안 재의(再議) 요구권(헌법 53조 3항), 법률 공포권(헌법 53조 6항), 국회에의 출석·발언권(헌법 81조) 등이 있다.","{'text': '헌법', 'start_idx': '39', 'end_idx': '40', 'entity_type': 'LAW'}","{'text': '법률안 제출권', 'start_idx': '76', 'end_idx': '82', 'entity_type': 'LAW'}",law:subordinate
1103,"1945년 8월 15일 이후, 한반도의 북위 38도선 이남 지역 거주자들의 자유 선거를 통하여 1948년 공식적인 민주주의 국가로 나아갔다.","{'text': '1945년 8월 15일', 'start_idx': '0', 'end_idx': '11', 'entity_type': 'DATE'}","{'text': '자유 선거', 'start_idx': '42', 'end_idx': '46', 'entity_type': 'EVENT'}",date:event
253,668년 고구려왕을 투항시켜 고구려를 멸망시켰다.,"{'text': '668년', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'DATE'}","{'text': '고구려를 멸망', 'start_idx': '16', 'end_idx': '22', 'entity_type': 'EVENT'}",date:event
1101,"반면에, 대한민국은 미국의 적법절차원리의 판례이론을 대부분 수용하고 있는데, 미국의 적법절차 이론에 의하면, 헌법에 명시되지 않은 기본권을 자연권에서 도출하는데, 자연권을 직접 표현하지는 않으며 미국 수정헌법 제14조의 적법절차조항에서 도출하고 있다.","{'text': '미국', 'start_idx': '11', 'end_idx': '12', 'entity_type': 'ORG'}","{'text': '대한민국', 'start_idx': '5', 'end_idx': '8', 'entity_type': 'ORG'}",no_relation
540,법은 정치·경제·사회·종교·도덕·언어 등과 마찬가지로 인간 문화의 일부분이다.,"{'text': '인간 문화', 'start_idx': '30', 'end_idx': '34', 'entity_type': 'LAW'}","{'text': '법', 'start_idx': '0', 'end_idx': '0', 'entity_type': 'LAW'}",law:subordinate
845,"미국의 대통령제는 입법권과 행정권간의 권력 분립을 되도록 엄격하게 하려고 노력한 데서 나온 정부 제도이고, 입법권과 행정권 간의 조정에 의한 상호 의존(wechselseitige Abhangigkeit durch Koordination)을 도모했고, 영국의 의회제는 영국 왕의 수중에 마지막으로 남았던 행정권마저 의회가 발달하는 과정에서 발전한 정부 제도이고, 입법권과 행정권 간의 권력 분립을 원칙으로 하지만 내각의 국회로의 통합에 의한 상호 의존(wechselseitige Abhöngigkeit durch Integlation)을 도모한다.""""'","{'text': '대통령제', 'start_idx': '4', 'end_idx': '7', 'entity_type': 'LAW'}","{'text': '의회제', 'start_idx': '144', 'end_idx': '146', 'entity_type': 'LAW'}",no_relation
38,"칼 만하임의 이데올로기 의미 변화에 대한 역사적 재구성에 따르면, 이 단어의 현대적 의미는 나폴레옹이 그의 반대자를 ""이데올로기""로 묘사하기 위해 이 단어를 사용했을 때 생겨났다고 한다.","{'text': '칼 만하임', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'PER'}","{'text': '이데올로기 의미 변화에 대한 역사적 재구성', 'start_idx': '7', 'end_idx': '29', 'entity_type': 'THEORY'}",per:theory
433,"법의 정신은 [[루돌프 폰 예링]]이 《로마법의 정신》에서 논술하고, [[샤를 드 몽테스키외]]가 《법의 정신》을 저술한 이래 문제로 등장하였다.","{'text': '루돌프 폰 예링', 'start_idx': '9', 'end_idx': '16', 'entity_type': 'PER'}","{'text': '로마법의 정신', 'start_idx': '22', 'end_idx': '28', 'entity_type': 'THEORY'}",per:theory
747,"현대의 헌법은 일반적으로 통치구조와 기본권에 관한 사항을 모두 포함하므로 통치구조에 관한 탄핵심판, 권한쟁의심판, 정당해산심판과 기본권을 침해하는 위헌적 법률에 대한 사법심사 또는 위헌적 공권력 행사에 대한 헌법소원심판이 헌법재판의 주요한 뼈대를 이루게 된다.","{'text': '헌법', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'LAW'}","{'text': '기본권', 'start_idx': '20', 'end_idx': '22', 'entity_type': 'LAW'}",law:subordinate
61,"이에 따라 대한민국의 국민은 자국의 국호를 ""대한민국"", ""한국"" 등으로 부르며, 자국을 호칭할 때는 흔히 ""우리나라""라고 한다. ""대한""이라는 칭호를 사용하기도 하며, 한반도 북부에 자리한 조선민주주의인민공화국과 대비해 한반도 남부에 있다 하여 ""남한""으로도 불리는데, 특히 대한민국 한반도 북부를 점거하고 있는 조선민주주의인민공화국은 한국을 남조선(南朝鮮)이라고 부른다.","{'text': '대한민국', 'start_idx': '6', 'end_idx': '9', 'entity_type': 'ORG'}","{'text': '한국', 'start_idx': '33', 'end_idx': '34', 'entity_type': 'ORG'}",org:naming
1015,"일부에서는 글의 이해를 돕는다는 측면에서 한글 대신 한자로 직접 표기하기도 한다. 1962년 3월 1일 박정희 대통령의 한글전용정책이 시행되면서 표기문자의 주류로 등장했고, 현재 한자 표기는 중의적 표현을 막기 위해 부수적으로 쓰고 있다.(한글맞춤법 참고)","{'text': '1962년 3월 1일', 'start_idx': '46', 'end_idx': '56', 'entity_type': 'DATE'}","{'text': '한글전용정책', 'start_idx': '67', 'end_idx': '72', 'entity_type': 'EVENT'}",date:event
248,"제5공화국은 경제 안정에 매진하는 한편, 1981년에는 1986년 아시안 게임, 1988년 서울 올림픽 등을 유치하기도 했다.","{'text': '1981년', 'start_idx': '23', 'end_idx': '27', 'entity_type': 'DATE'}","{'text': '1986년 아시안 게임', 'start_idx': '31', 'end_idx': '42', 'entity_type': 'EVENT'}",date:event
255,"1987년 6월 29일, 당시 민주정의당 총재이자 대통령 후보였던 노태우가 대통령 직선제 등을 주 내용으로 하는 6·29 선언을 발표했다.","{'text': '1987년 6월 29일', 'start_idx': '0', 'end_idx': '11', 'entity_type': 'DATE'}","{'text': '6·29 선언', 'start_idx': '63', 'end_idx': '69', 'entity_type': 'EVENT'}",date:event
1128,"헌법재판소의 재판관은 총 9명이며, 대통령, 국회, 대법원장이 각각 3명씩 선출하고 대통령이 임명한다.","{'text': '헌법재판소', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'ORG'}","{'text': '임명', 'start_idx': '52', 'end_idx': '53', 'entity_type': 'EVENT'}",org:event
237,"고려는 몽골 제국의 침공으로 약화되었고, 1392년 고려의 장수 이성계가 고려 공양왕을 폐위하고 국왕으로 즉위하면서 조선이 성립되었다.","{'text': '이성계', 'start_idx': '36', 'end_idx': '38', 'entity_type': 'PER'}","{'text': '조선이 성립', 'start_idx': '65', 'end_idx': '70', 'entity_type': 'EVENT'}",per:event
965,팔레스타인의 경우에는 대한민국이 팔레스타인에 대표부를 설치하여 운영 중에 있다.,"{'text': '팔레스타인', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'ORG'}","{'text': '대한민국', 'start_idx': '12', 'end_idx': '15', 'entity_type': 'ORG'}",no_relation
32,"또 2017년 더불어민주당원 댓글 조작 사건과 2018년 여권 인사의 미투 운동 연루, 2019년 조국 법무부장관 임명 논란 등 정부와 여당의 도덕성 논란이 부정적 평가에 일조함과 동시에, 2018년 남북 단일팀 추진과 대북 석탄 밀수 사건, 2020년 남북공동연락사무소 폭파로 인한 남북관계 경색 등에 있어서도 반발 여론이 끊이지 않았다.","{'text': '2020년', 'start_idx': '136', 'end_idx': '140', 'entity_type': 'DATE'}","{'text': '남북공동연락사무소 폭파', 'start_idx': '142', 'end_idx': '153', 'entity_type': 'EVENT'}",date:event
68,"미군정청이 1946년 7월 서울지역 1만여 명에게 실시한 '어떤 정부 형태를 원하는가'에 대한 여론조사에서 70%가 ""사회주의를 지지한다""라고 밝힌 상황에서 화순탄광 노동자들의 생존권 보장을 요구하며 벌인 봉기에 대한 유혈 진압과 사회주의적인 인민 공화국을 인정하지 않고 자신의 뜻을 관철하고자 했던 미 군정은 온건파인 김규식, 안재홍, 여운형을 통해 좌우 합작과 협상을 주도하게 했다.","{'text': '1946년 7월', 'start_idx': '6', 'end_idx': '13', 'entity_type': 'DATE'}","{'text': '여론조사', 'start_idx': '53', 'end_idx': '56', 'entity_type': 'EVENT'}",date:event
275,"독일 철학자 크리스티안 던커는 ""이데올로기 개념의 비판적 반영""을 요구했다.","{'text': '크리스티안 던커', 'start_idx': '7', 'end_idx': '14', 'entity_type': 'PER'}","{'text': '이데올로기 개념의 비판적 반영', 'start_idx': '18', 'end_idx': '33', 'entity_type': 'THEORY'}",per:theory
525,독일 치하에서도 프랑스 국민들은 시민군을 조직해 저항했다.,"{'text': '프랑스 국민들', 'start_idx': '9', 'end_idx': '15', 'entity_type': 'ORG'}","{'text': '독일', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'ORG'}",no_relation
295,"문재인 정부는 소득주도성장론을 내세우며 최저임금 인상, 근로시간 단축을 추진하고 탈원전 추구, 가상화폐 규제 등의 경제정책을 펼쳐나가는 과정 속에서 사회적 찬반론을 불러일으켰으며, 계속되는 경기불황과 부동산 대책 실패로 비판 여론을 받았다.","{'text': '문재인 정부', 'start_idx': '0', 'end_idx': '5', 'entity_type': 'ORG'}","{'text': '경기불황', 'start_idx': '106', 'end_idx': '109', 'entity_type': 'EVENT'}",org:event
687,"현대에는 대개 선거를 시행하는 요일 (선거를 시행하는 요일이 주말이 정해져 있는데, 대부분의 국가에서 선거일이 토요일이나 일요일과 가깝지 않도록 선거를 시행하는 요일이 화요일, 수요일 혹은 목요일이다.","{'text': '수요일', 'start_idx': '99', 'end_idx': '101', 'entity_type': 'DATE'}","{'text': '선거', 'start_idx': '8', 'end_idx': '9', 'entity_type': 'EVENT'}",date:event
584,다음에 여당은 다수의 유권자의 지지를 얻는 원인이 된 '표방하는 정책'을 의회와 정부를 통해서 실천할 책임이 있다.,"{'text': '여당', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'ORG'}","{'text': '다수의 유권자', 'start_idx': '8', 'end_idx': '14', 'entity_type': 'ORG'}",no_relation
852,"법률(法律, )은 주로 입법부의 심의와 의결을 거치고, 국가 원수가 서명·공포하여 효력이 발생하는 법의 한 형식이다.","{'text': '법률', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'LAW'}","{'text': '법의 한 형식', 'start_idx': '55', 'end_idx': '61', 'entity_type': 'LAW'}",law:definition
370,"이에 김규식, 조소앙, 김구 등은 통일 정부를 수립하기 위해 남북협상 등을 추진하여 노력하였으나 수포로 돌아가고, 남한에서도 선거 가능한 지역에 한한 정부 수립론이 제기되면서 (정읍 발언) 사실상 남북 단일 정부 수립은 불가능한 모양새가 되었다.","{'text': '통일 정부', 'start_idx': '19', 'end_idx': '23', 'entity_type': 'ORG'}","{'text': '남한', 'start_idx': '64', 'end_idx': '65', 'entity_type': 'ORG'}",no_relation
730,"지지자·당원·활동가는 반드시 안정된 투표자이며, 유권자의 당에의 관계의 강도는 투표자에서 활동가의 순서로 강하다.","{'text': '안정된 투표자', 'start_idx': '16', 'end_idx': '22', 'entity_type': 'ORG'}","{'text': '당원', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'ORG'}",no_relation
1030,"또한 2012년에는 싸이(박재상)의 ""강남스타일(Gangnam Style)""로 세계에 강남스타일 열풍을 불러일으켰으며, 이 노래는 원더걸스의 Nobody 이후, 미국 빌보드 차트에 2위까지 올랐다.","{'text': '2012년', 'start_idx': '3', 'end_idx': '7', 'entity_type': 'DATE'}","{'text': '강남스타일 열풍', 'start_idx': '48', 'end_idx': '55', 'entity_type': 'EVENT'}",date:event
557,이렇게 정당은 광범한 사회적 이익을 고려함으로써 많은 사회층으로부터 지지를 받지만 그 정당에게 ‘이끌리는 사회적 이익’과 그 정당이 ‘대표하는 사회적 이익’과는 다르다.,"{'text': '정당', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'PER'}","{'text': '많은 사회층', 'start_idx': '27', 'end_idx': '32', 'entity_type': 'ORG'}",no_relation
634,"주권은 영토, 국민과 함께 국가를 구성하는 3대 요소 중 하나이다.","{'text': '주권', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'LAW'}","{'text': '3대 요소', 'start_idx': '24', 'end_idx': '28', 'entity_type': 'LAW'}",law:subordinate
92,영국에서 전개된 법의 지배론은 미국으로 건너가 국가 원리로 역시 기능하였고 사법권의 우위론으로 전개되었고 연방대법원의 위헌 법률 심사권을 인정하기에 이른다.,"{'text': '영국', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'PER'}","{'text': '위헌 법률 심사권', 'start_idx': '66', 'end_idx': '74', 'entity_type': 'LAW'}",no_relation
606,"사우디아라비아, 레소토와 같이 국왕이 다스리는 나라는 기본적으로 선거가 없으며, 있다 하더라도 의회선거밖에 없다.","{'text': '사우디아라비아', 'start_idx': '0', 'end_idx': '6', 'entity_type': 'ORG'}","{'text': '레소토', 'start_idx': '9', 'end_idx': '11', 'entity_type': 'ORG'}",no_relation
270,"유신 헌법 폐지를 통해 민주화를 추진하려는 움직임이 나타나던 시기, 최규하 정부는 긴급조치를 해제함으로써 일부 정치적 억압을 완화했고, 1979년 12월과 1980년 2월, 1980년 4월에 대사면령을 단행하였다.","{'text': '최규하 정부', 'start_idx': '38', 'end_idx': '43', 'entity_type': 'ORG'}","{'text': '긴급조치를 해제', 'start_idx': '46', 'end_idx': '53', 'entity_type': 'EVENT'}",org:event
347,"아리스토텔레스는 플라톤의 사상을 이어받아 법의 지배 사상을 강조했으며, 가장 훌륭한 사람일지라도 욕망의 지배를 받을 수 있기 때문에 법으로 하여금 지배하게 하는 것이 낫다고 주장했다.","{'text': '아리스토텔레스', 'start_idx': '0', 'end_idx': '6', 'entity_type': 'PER'}","{'text': '법의 지배 사상', 'start_idx': '23', 'end_idx': '30', 'entity_type': 'THEORY'}",per:theory
157,"1980년 초부터 국회와 정부는 유신 헌법을 철폐하기 위한 개헌 논의를 진행했고, 대학생과 재야 세력도 정치 일정 제시와 전두환 퇴진 요구를 바탕으로 민주화 시위를 벌였다.","{'text': '국회와 정부', 'start_idx': '10', 'end_idx': '15', 'entity_type': 'ORG'}","{'text': '개헌 논의', 'start_idx': '33', 'end_idx': '37', 'entity_type': 'EVENT'}",org:event
620,"이러한 근대적 정당이 성립된 것은 미국에서는 1840년경, 영국에서는 1867년 이후였다.","{'text': '1840년', 'start_idx': '25', 'end_idx': '29', 'entity_type': 'DATE'}","{'text': '근대적 정당이 성립', 'start_idx': '4', 'end_idx': '13', 'entity_type': 'EVENT'}",date:event
47,"제2공화국 당시 각계 각층의 통일 운동과 민주화 요구가 분출되기도 했는데, 집권 여당인 민주당 사이에서 신파와 구파가 나뉘어버려서 개혁 의지가 미약한 탓에 이러한 요구들을 수용하지 못했다.","{'text': '신파', 'start_idx': '58', 'end_idx': '59', 'entity_type': 'ORG'}","{'text': '구파', 'start_idx': '62', 'end_idx': '63', 'entity_type': 'ORG'}",no_relation
267,"1919년 3월 1일, 한국인들은 민족대표 33인의 독립선언서 낭독을 시작으로 독립을 위한 3·1운동을 펼쳤다.","{'text': '민족대표 33인', 'start_idx': '19', 'end_idx': '26', 'entity_type': 'ORG'}","{'text': '3·1운동', 'start_idx': '51', 'end_idx': '55', 'entity_type': 'EVENT'}",org:event
178,이미 48년 9월 9일에 한반도 이북에서는 조선민주주의인민공화국이 선포되었음에 미루어 그 해 12월의 결의는 대한민국만을 한반도에서 유일한 합법정부로 인정한 것이다.,"{'text': '12월', 'start_idx': '52', 'end_idx': '54', 'entity_type': 'DATE'}","{'text': '결의', 'start_idx': '57', 'end_idx': '58', 'entity_type': 'EVENT'}",date:event
321,"또 2017년 더불어민주당원 댓글 조작 사건과 2018년 여권 인사의 미투 운동 연루, 2019년 조국 법무부장관 임명 논란 등 정부와 여당의 도덕성 논란이 부정적 평가에 일조함과 동시에, 2018년 남북 단일팀 추진과 대북 석탄 밀수 사건, 2020년 남북공동연락사무소 폭파로 인한 남북관계 경색 등에 있어서도 반발 여론이 끊이지 않았다.","{'text': '2019년', 'start_idx': '49', 'end_idx': '53', 'entity_type': 'DATE'}","{'text': '조국 법무부장관 임명 논란', 'start_idx': '55', 'end_idx': '68', 'entity_type': 'EVENT'}",date:event
8,이후 한국과 유엔군은 거듭해서 10월 26일에는 압록강까지 올라갔으나 곧 이어 중화인민공화국이 인해전술을 펼치며 참전하고 소련이 군사를 지원하여 전세가 다시 역전되었고 전쟁은 장기화되었다.,"{'text': '한국과 유엔군', 'start_idx': '3', 'end_idx': '9', 'entity_type': 'ORG'}","{'text': '압록강까지 올라갔으나', 'start_idx': '27', 'end_idx': '37', 'entity_type': 'EVENT'}",org:event
432,이승만과 군사독재자들에 대한 투쟁.,"{'text': '이승만', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'PER'}","{'text': '군사독재자들', 'start_idx': '5', 'end_idx': '10', 'entity_type': 'ORG'}",no_relation
20,"대원군은 “서양 오랑캐의 침입에 맞서서 싸우지 않는 것은 화평하자는 것이며, 싸우지 않고 화평을 주장하는 자는 매국노이다(洋夷侵犯非戰則和,主和賣國).”라는 글을 새긴 척화비를 전국 각지에 세우고, 단호한 쇄국정책을 천명하였다.","{'text': '대원군', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'DATE'}","{'text': '척화비를 전국 각지에 세우고', 'start_idx': '93', 'end_idx': '107', 'entity_type': 'EVENT'}",per:event
183,1963년 12월 5·16 군사 정변을 주도한 박정희 등에 의해 제3공화국이 수립됐다.,"{'text': '1963년 12월', 'start_idx': '0', 'end_idx': '8', 'entity_type': 'DATE'}","{'text': '제3공화국', 'start_idx': '36', 'end_idx': '40', 'entity_type': 'EVENT'}",date:event
180,"대한민국은 1948년 5월 10일 총선거를 통해 제헌국회를 구성하였고, 1948년 8월 15일 대한민국 정부를 수립하였다.","{'text': '대한민국', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'ORG'}","{'text': '제헌국회를 구성', 'start_idx': '27', 'end_idx': '34', 'entity_type': 'EVENT'}",org:event
765,"지지자·당원·활동가는 반드시 안정된 투표자이며, 유권자의 당에의 관계의 강도는 투표자에서 활동가의 순서로 강하다.","{'text': '안정된 투표자', 'start_idx': '16', 'end_idx': '22', 'entity_type': 'ORG'}","{'text': '활동가', 'start_idx': '7', 'end_idx': '9', 'entity_type': 'ORG'}",no_relation
545,"물론 정부의 권한에 속하는 중요한 정책은 대통령 외에 국무총리와 국무위원으로 구성되는 국무회의의 심의를 거쳐야 하고, 헌법 제88조에 열거된 사항, 즉 거의 행정 전반에 긍하는 여러 문제는 반드시 국무회의의 심의를 거쳐야 하고, 또 대통령의 국법상 행위에 관한 모든 문서에 국무총리와 관계 국무위원의 부서(副署)가 있어야 하지만, 이 국무회의의 심의권과 국무총리와 관계 국무위원의 부서권(副署權)으로 인하여 대통령의 권한이 제약될 가능성은 희박하다.","{'text': '국법', 'start_idx': '135', 'end_idx': '136', 'entity_type': 'LAW'}","{'text': '국무회의의 심의권', 'start_idx': '187', 'end_idx': '195', 'entity_type': 'LAW'}",no_relation
447,이후 덩샤오핑 정부 치하에서 민주화 운동이 있었으나 무력으로 진압되었다.,"{'text': '덩샤오핑 정부', 'start_idx': '3', 'end_idx': '9', 'entity_type': 'ORG'}","{'text': '민주화 운동', 'start_idx': '16', 'end_idx': '21', 'entity_type': 'EVENT'}",no_relation
551,"영국에서는 1891년에 뉴캐슬에서 열렸던 전국자유당연맹대회에서, 미국에서는 1832년의 공화당전국대회에서 각각 최초의 당 강령이 발표되었다.","{'text': '1891년', 'start_idx': '6', 'end_idx': '10', 'entity_type': 'DATE'}","{'text': '최초의 당 강령이 발표', 'start_idx': '62', 'end_idx': '73', 'entity_type': 'EVENT'}",date:event
956,"이외에 서사하라, 중화민국, 팔레스타인, 코소보 등도 외교 관계가 없다.","{'text': '서사하라', 'start_idx': '4', 'end_idx': '7', 'entity_type': 'ORG'}","{'text': '팔레스타인', 'start_idx': '16', 'end_idx': '20', 'entity_type': 'ORG'}",no_relation
125,"전두환과 하나회를 중심으로 한 신군부는 12·12 군사 반란을 일으켜 계엄 사령관을 체포하고 군부를 장악하여 실세로 떠올랐고, 민주화 일정을 지체시켰다.","{'text': '신군부', 'start_idx': '17', 'end_idx': '19', 'entity_type': 'ORG'}","{'text': '12·12 군사 반란', 'start_idx': '22', 'end_idx': '32', 'entity_type': 'EVENT'}",org:event
1046,"공직선거법에 따른 피선거권을 충족한 인물로, 국회의원 총선거나 재선거 및 보궐선거, 혹은 대한민국 중앙선거관리위원회의 비례대표 의석승계 결정에 따라 선출된다.","{'text': '공직선거법', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'LAW'}","{'text': '대한민국 중앙선거관리위원회', 'start_idx': '50', 'end_idx': '63', 'entity_type': 'ORG'}",no_relation
417,이 표현은 에서 파생되었으며 원래는 하나의 대학에 (특히 파리 대학) 소속되어 있는 학생들을 일컬었다.,"{'text': '학생들', 'start_idx': '47', 'end_idx': '49', 'entity_type': 'ORG'}","{'text': '대학', 'start_idx': '24', 'end_idx': '25', 'entity_type': 'ORG'}",org:members_of
348,이후 김구를 주축으로 주석중심제로 재정비하고 조소앙의 삼균주의를 건국강령으로 채택하였다.,"{'text': '김구', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'PER'}","{'text': '건국강령으로 채택', 'start_idx': '36', 'end_idx': '44', 'entity_type': 'EVENT'}",per:event
1093,"동계 올림픽의 경우 2018년 동계 올림픽을 개최하기도 했으며, 2010년 동계 올림픽에서 대한민국은 종합 5위를 기록하며 최고 기록을 세웠다.","{'text': '2010년', 'start_idx': '36', 'end_idx': '40', 'entity_type': 'DATE'}","{'text': '동계 올림픽', 'start_idx': '42', 'end_idx': '47', 'entity_type': 'EVENT'}",date:event
712,보수정당은 보수주의의 입장을 취하는 정당이며 진보정당은 진보주의에 입각한 정당이다.,"{'text': '보수정당', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'ORG'}","{'text': '진보정당', 'start_idx': '25', 'end_idx': '28', 'entity_type': 'ORG'}",no_relation
131,"현행 헌법은 1987년 6월 항쟁의 성과로서, 5년 단임제의 대통령 직선제를 근간으로 삼권 분립을 실현하고 국민의 자유와 권리를 보장하는 자유민주주의를 실현하고 있다.","{'text': '헌법', 'start_idx': '3', 'end_idx': '4', 'entity_type': 'LAW'}","{'text': '대통령 직선제', 'start_idx': '34', 'end_idx': '40', 'entity_type': 'LAW'}",law:subordinate
443,프러시아-프랑스 전쟁은 프랑스 제3공화국을 낳았다.,"{'text': '프러시아', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'ORG'}","{'text': '프랑스', 'start_idx': '5', 'end_idx': '7', 'entity_type': 'ORG'}",no_relation
715,"정부의 두 번째 개념은 전과는 반대로 권력 분립주의에 의거한 정치 기구가 설정된 이후에야 비로소 발생한 개념인데, 현재 독일과 일본에서 흔히 사용되고 있다.","{'text': '정부', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'ORG'}","{'text': '독일', 'start_idx': '67', 'end_idx': '68', 'entity_type': 'ORG'}",no_relation
387,"스스로 특정 국민의 조국을 자처하는 국가는 국민국가이며, 근대 거의 대부분의 국가는 이러한 종류의 국가이나, 이들의 정통성을 둘러싸고 치열한 분쟁이 있을 수 있다.","{'text': '국가', 'start_idx': '20', 'end_idx': '21', 'entity_type': 'ORG'}","{'text': '국민', 'start_idx': '7', 'end_idx': '8', 'entity_type': 'ORG'}",org:members_of
171,"고환율정책으로 금융위기의 안정적 극복을 이뤄냈으며, 2010년 G20 서울 정상회의 개최, 2011년 평창동계올림픽 유치, 2012년 핵안보정상회의 개최로 대표되는 외교적 성과를 거뒀다.","{'text': '2011년', 'start_idx': '51', 'end_idx': '55', 'entity_type': 'DATE'}","{'text': '평창동계올림픽 유치', 'start_idx': '57', 'end_idx': '66', 'entity_type': 'EVENT'}",date:event
1064,"또한 비교적 작은 지역에서의 운행을 위한 마을버스도 부산, 서울, 경기도 등에서 운행되는 중이다.","{'text': '부산', 'start_idx': '29', 'end_idx': '30', 'entity_type': 'ORG'}","{'text': '경기도', 'start_idx': '37', 'end_idx': '39', 'entity_type': 'ORG'}",no_relation
883,"그러나 법률은 헌법의 하위에 위치하므로, 헌법에 위배되는 법률은 무효이다.","{'text': '헌법', 'start_idx': '8', 'end_idx': '9', 'entity_type': 'LAW'}","{'text': '법률', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'LAW'}",law:subordinate
628,"의원내각제의 경우에는 정부를 조직하는 정당이 동시에 의회의 과반수 의석을 차지하는 것이 보통이므로, 정부와 의회는 여당을 통해서 밀접한 관계를 갖는다.","{'text': '정부', 'start_idx': '12', 'end_idx': '13', 'entity_type': 'ORG'}","{'text': '의회', 'start_idx': '60', 'end_idx': '61', 'entity_type': 'ORG'}",no_relation
1113,"고등학교는 3년 과정이며, 일반계(인문계, 자연계)·전문계(실업계)·특수 목적 고등학교(특목고)로 분리되어 있다.","{'text': '고등학교', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'ORG'}","{'text': '일반계', 'start_idx': '15', 'end_idx': '17', 'entity_type': 'ORG'}",org:members_of
1158,"대한민국 국군의 경우 여군은 기갑, 포병, 잠수함 병과에는 진출할 수 없었으나 2014년 9월 창군이래 최초 여군 포병장교가 탄생하였고 기갑병과에도 여군이 진출함에 따라 다양한 병과에서 여군들이 활약하고 있다.","{'text': '2014년 9월', 'start_idx': '44', 'end_idx': '51', 'entity_type': 'DATE'}","{'text': '대한민국', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'ORG'}",no_relation
257,이데올로기의 개념 자체에 대한 연구는 이데올로기와 사회 시스템 사이의 관계를 탐구하려는 조지 월포드(George Walford)와 해럴드 월스비(Harold Walsby)의 작품에서 체계적 이데올로기라는 이름으로 수행되었다.,"{'text': '조지 월포드', 'start_idx': '49', 'end_idx': '54', 'entity_type': 'PER'}","{'text': '체계적 이데올로기', 'start_idx': '102', 'end_idx': '110', 'entity_type': 'THEORY'}",per:theory
1140,"특히 중화인민공화국에 진출해있는 대한민국 기업이 많으며, 베트남, 태국, 인도네시아 등 동남아시아에도 많이 진출해 있다.","{'text': '베트남', 'start_idx': '32', 'end_idx': '34', 'entity_type': 'ORG'}","{'text': '중화인민공화국', 'start_idx': '3', 'end_idx': '9', 'entity_type': 'ORG'}",no_relation
759,"즉 당원은 당의 정규구성원으로 그 신분이 당원명부에 등록되어 당조직의 일원으로서의 의무(당비납부·집회출석·선거운동·일상활동 등)를 가지나, 지지자에게는 이러한 요건이 없다.","{'text': '당', 'start_idx': '6', 'end_idx': '6', 'entity_type': 'ORG'}","{'text': '당원', 'start_idx': '2', 'end_idx': '3', 'entity_type': 'ORG'}",org:members_of
186,"대원군은 “서양 오랑캐의 침입에 맞서서 싸우지 않는 것은 화평하자는 것이며, 싸우지 않고 화평을 주장하는 자는 매국노이다(洋夷侵犯非戰則和,主和賣國).”라는 글을 새긴 척화비를 전국 각지에 세우고, 단호한 쇄국정책을 천명하였다.","{'text': '대원군', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'DATE'}","{'text': '쇄국정책을 천명', 'start_idx': '114', 'end_idx': '121', 'entity_type': 'EVENT'}",per:event
